Brand_name,Generic_name,que,side_effects
Risperdal," risperidone (oral) (ris PER i done), ","[['What is risperidone?'], [' is an antipsychotic medicine that works by changing the effects of chemicals in the brain.']]","[['blood pressure medication;'], [';'], [';'], [' (', ') or ', ' (', '); or']]"
Rituxan," rituximab (ri TUX i mab), ","[['What is Rituxan?'], ['Rituxan (rituximab) is a cancer medicine that interferes with the growth and spread of cancer cells in the body. It is also used to treat other non-cancer conditions.']]","[['painful skin or mouth sores, or a severe skin rash with blistering, peeling, or pus;'], ['redness, warmth, or swelling of the skin;'], ['severe stomach pain, ', ', ', ', bloody or tarry stools;'], ['irregular heartbeats, chest pain or pressure, pain spreading to your jaw or shoulder;']]"
"Rituxan, Ruxience, Truxima"," rituximab (ri TUX i mab), ","[['What is rituximab?'], ['Rituximab is used alone or in combination with other medicines to treat the following conditions in adults:']]","[['painful skin or mouth sores, or a severe skin rash with blistering, peeling, or pus;'], ['redness, warmth, or swelling of the skin;'], ['severe stomach pain, ', ', ', ', bloody or tarry stools;'], ['irregular heartbeats, chest pain or pressure, pain spreading to your jaw or shoulder;']]"
Exelon," rivastigmine (oral) (ri va STIG meen), ","[['What is rivastigmine?'], ['Rivastigmine is used to treat mild to moderate ', "" caused by Alzheimer's or "", '.']]","[['medicine to treat ', ', ', ', mood disorders, or mental illness;'], ['cold or allergy medicine (', ' and others);'], ['beta blocker heart or blood pressure medication;'], [""medicine to treat Parkinson's disease;""]]"
"Xarelto, Xarelto Starter Pack"," rivaroxaban (RIV a ROX a ban), ","[['What is rivaroxaban?'], ['Rivaroxaban is used to treat or prevent ', ' in the legs (', ') or in the lungs (', '). These types of blood clots can occur after knee or hip replacement surgery, and during or after a stay in the hospital when you cannot move around as much as normal.']]","[['easy bruising or bleeding (nosebleeds, bleeding gums, ', ');'], ['pain, swelling, new drainage, or excessive bleeding from a wound or where a needle was injected in your skin;'], ['any bleeding that will not stop;'], ['headaches, ', ', weakness, feeling like you might pass out;']]"
Robaxin," , (oral/injection) (meth oh KAR ba mal), ","[['What is Robaxin?'], ['Robaxin (', ') is a muscle relaxer. It works by blocking nerve impulses (or pain sensations) that are sent to your brain.']]","[[], [], [], []]"
"Duratuss G, Ganidin NR, GG 200 NR, GuaiFENesin LA, Liquibid, Muco-Fen 1200, Organidin NR, Q-Bid LA, Robitussin, Scot-Tussin"," guaifenesin (gwye FEN e sin), ","[['What is Robitussin?'], ['Robitussin (guaifenesin) is an expectorant. It helps loosen congestion in your chest and throat, making it easier to cough out through your mouth.']]","[[], [], [], []]"
"Requip, Requip XL, ReQuip Follow on Pack, ReQuip Starter Pack, Repreve, Requip Starter Kit"," ropinirole (oral) (roe PIN i role), ","[['What is ropinirole?'], ['Ropinirole has some of the same effects as a chemical called ', ', which occurs naturally in your body. Low levels of dopamine in the brain are associated with ', '.']]","[[], [], [], []]"
"Aquatab DM, Broncotron, Coricidin HBP Chest Congestion & Cough, DayQuil Mucus Control DM, Delsym Cough Plus Chest Congestion DM, Fenesin DM IR, G-Zyncof, Mucinex DM, Phlemex, Robitussin Cough + Chest Congestion DM, Safetussin DM, Siltussin DM, TabTussin DM, Tussin DM, Zyncof"," , (DEX troe me THOR fan and gwye FEN e sin), ","[['What is  Robitussin Cough + Chest Congestion DM?'], [' is a cough suppressant. ', ' is an expectorant.']]","[[], [], [], []]"
Rocephin," , (injection) (SEF trye AX one), ","[['What is Rocephin?'], ['Rocephin ', ' is a cephalosporin ', '. It works by fighting bacteria in your body.']]","[['mild diarrhea;'], ['warmth, tight feeling, or a hard lump where the injection was given;'], ['vaginal itching or discharge;'], ['rash; or']]"
"Crestor, Ezallor Sprinkle"," rosuvastatin (roe SOO va sta tin), ","[['What is rosuvastatin?'], ['Rosuvastatin is used together with diet to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or LDL), to increase levels of ""good"" cholesterol (high-density lipoprotein, or HDL), and to lower triglycerides (a type of fat in the blood).']]","[['unexplained muscle pain, tenderness, or weakness;'], ['confusion, memory problems; or'], ['liver problems--upper stomach pain, tiredness, loss of appetite, dark urine, ', ' (yellowing of the skin or eyes).'], []]"
"Prinivil, Qbrelis, Zestril"," , (lyse IN oh pril), ","[['What is  Qbrelis?'], ['Qbrelis is an ACE inhibitor that is used to treat ', ' (hypertension) in adults and children who are at least 6 years old.']]","[[', ', ';'], ['cough; or'], ['chest pain.'], []]"
"Oxaydo, OxyCONTIN, Oxyfast, Roxicodone, Xtampza ER"," oxycodone (ox i KOE done), ","[['What is  Roxicodone?'], ['Roxicodone is an opioid pain medication used to treat moderate to severe pain.']]","[['drowsiness, ', ', dizziness, tiredness; or'], [', stomach pain, nausea, vomiting.'], [], []]"
," , (Topical) (GLYE koe pir OH nee um), Qbrexza","[['\n      Uses of Qbrexza:'], ['\n      This is not a list of all drugs or health problems that interact with Qbrexza (glycopyrronium (topical)).\n    ']]","[[], [], [], []]"
Qsymia," , (FEN ter meen and toe PIR a mate), ","[['What is Qsymia?'], ['Qsymia contains a combination of ', ' and ', ' in an extended-release capsule. Phentermine is an appetite suppressant similar to an amphetamine. Topiramate is typically used as a seizure medication, also called an anticonvulsant.']]","[[';'], [';'], [' or tingly feeling;'], ['sleep problems (', '); or']]"
"Beconase AQ, QNASL"," , (BE kloe METH a sone), ","[['What is QNASL?'], ['QNASL contains ', ', a corticosteroid. It prevents the release of substances in the body that cause inflammation.']]","[[], [], [], []]"
," Picrasma excelsa, Quassia amara L., Amara species, Amargo, Bitter wood, Jamaican quassia, Picrasma, Ruda, Surinam quassia, Surinam wood","[['Clinical Overview'], ['Quassia has a variety of suggested uses, including treatment for measles, diarrhea, fever, and lice. Quassia has antibacterial, antifungal, antifertility, antitumor, antileukemic, and insecticidal actions as well. However, efficacy in clinical trials has not been proven.']]","[[], [], [], []]"
Qtern," , (DAP a gli FLOE zin and SAX a GLIP tin), ","[['What is Qtern?'], ['Qtern contains a combination of ', ' and ', '. Dapagliflozin and saxagliptin are oral diabetes medicines that help control blood sugar levels. Dapagliflozin works by helping the kidneys get rid of glucose from your bloodstream. Saxagliptin works by regulating the levels of ', ' your body produces after eating.']]","[['urination problems;'], ['abnormal blood levels of cholesterol or triglycerides; or'], [', stuffy nose, sinus pain.'], []]"
Doral," quazepam (KWAY ze pam), ","[['What is quazepam?'], ['Quazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). Quazepam affects chemicals in the brain that may be unbalanced in people with ', '.']]","[['daytime drowsiness (or during hours when you are not normally sleeping);'], [', dizziness;'], ['dry mouth;'], ['; or']]"
," , by Drugs.com.  Last updated on Sep 26, 2019. ","[['What are other common names?'], []]","[[], [], [], []]"
"Cholestyramine Light, Prevalite, Questran"," , (koe le STYE ra meen), ","[['What is  Questran?'], ['Questran helps reduce cholesterol (fatty acids) in the blood. ', ' is associated with an increased risk of heart disease and ', ' (clogged arteries).']]","[['mild constipation, ', ';'], ['stomach pain, ', ', loss of appetite;'], [' or gas;'], ['irritation of your tongue; or']]"
," , (toe PYRE a mate), Qudexy XR","[['\n      Uses of Qudexy XR:'], ['\n      This medicine may interact with other drugs or health problems.\n    ']]","[[], [], [], []]"
"SEROquel, SEROquel XR"," quetiapine (kwe TYE a peen), ","[['What is quetiapine?'], ['Quetiapine is an antipsychotic medicine that is used to treat ', ' in adults and children who are at least 13 years old.']]","[[], [], [], []]"
," , (koe LES teer a meen REZ in), Prevalite, Questran, Questran Light","[['\n      Uses of Questran Light:'], ['\n      This is not a list of all drugs or health problems that interact with Questran Light (cholestyramine resin).\n    ']]","[[], [], [], []]"
," Atypical Antipsychotics,
, CN709,
, (E)-2-Butenedioate-2-[2-(4-dibenzo[b,f] [1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]-ethanol (2:1) (salt),
, (C,H,N,O,S),C,H,O,
, 111974-72-2,
, SEROquel","[['Introduction'], ['Atypical or second-generation antipsychotic agent.', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']]","[['Importance of providing written patient information (medication guide) each time quetiapine is dispensed.', ' ', ' ', ' '], ['Importance of advising patients and caregivers that geriatric patients with dementia-related psychosis treated with antipsychotic agents are at an increased risk of death.', ' ', ' Inform patients and caregivers that quetiapine is ', ' approved for treating geriatric patients with dementia-related psychosis.', ' '], ['Risk of suicidality; importance of patients, family, and caregivers being alert to and immediately reporting emergence of suicidality, worsening depression, or unusual changes in behavior, especially during the first few months of therapy or during periods of dosage adjustment.', ' ', ' ', ' '], ['Risk of orthostatic hypotension, especially during initial dosage titration and at times of re-initiation of therapy or increases in dosage.']]"
"Floriva, MVC-Fluoride, Poly Vitamin with Fluoride, Poly-Vi-Flor, Quflora, Tri-Vi-Flor, Tri-Vitamin with Fluoride"," , (MUL tee VYE ta min with FLOOR ide), ","[['What is multivitamin with fluoride?'], ['Multivitamins provide essential ', ' and minerals that are not taken in to the body through diet.']]","[[], [], [], []]"
"Adhansia XR, Aptensio XR, Concerta, Cotempla XR-ODT, Jornay PM, Metadate ER, Methylin, QuilliChew ER, Quillivant XR, Relexxii, Ritalin, Ritalin LA"," , (oral) (METH il FEN i date), ","[['What is  QuilliChew ER?'], ['QuilliChew ER is used to treat ', ' (ADD), attention deficit hyperactivity disorder (', '), and ', '.']]","[['Remove a tablet from its blister pack only when you are ready to take the tablet. Use dry hands and take care not to damage a tablet while pushing it out of the blister.'], ['Place the tablet in your mouth and allow it to dissolve, without chewing or swallowing it whole. You may sip liquid if needed to help swallow the dissolved tablet.'], [], []]"
"QuilliChew ER, Quillivant XR"," methylphenidate (oral) (METH il FEN i date), ","[['What is Quillivant XR?'], ['Quillivant XR ', ' is a central nervous system stimulant. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control.']]","[['Remove the Quillivant XR bottle and oral dosing dispenser from the box. If the oral dosing dispenser is missing or not provided, please contact your pharmacist for a replacement;'], ['Check and make sure that the Quillivant XR bottle contains liquid medicine. If the medicine still in powder form, do not use it. Return it to your pharmacist;'], ['Shake the bottle well (up and down) for at least 10 seconds before each use;'], ['Uncap the bottle and check that the bottle adapter has been inserted into the bottle;']]"
, quinine (Oral route),"[['Commonly used brand name(s)'], [' ', ' by Drugs.com.  Last updated on Dec 5, 2019. ']]","[[], [], [], []]"
Accupril," quinapril (KWIN a pril), ","[['What is quinapril?'], ['Quinapril is an ACE inhibitor. ACE stands for angiotensin converting enzyme.']]","[['headache;'], ['cough; or'], [', tired feeling.'], []]"
"Quin-G, Cardioquin, Quinora, Quinidex Extentabs, Quinaglute Dura-Tabs, Quin-Release"," quinidine (oral/injection) (KWIH nih deen), ","[['What is quinidine?'], ['Quinidine is used to help keep the heart beating normally in people with certain heart rhythm disorders, usually after other treatments have failed. Quinidine has not been proven to lower the risks of stroke or death.']]","[['chest pain, pounding heartbeats;'], ['dizziness;'], [', ', ', vomiting, diarrhea;'], ['flushing (sudden warmth, redness, or tingly feeling);']]"
"Qualaquin, QM-260, Quinamm"," quinine (KWYE nine), ","[['What is quinine?'], ['The U.S. Food and Drug Administration has banned the sale of all non-approved brands of quinine. Do not purchase quinine on the Internet or from vendors outside of the United States.']]","[['headache, blurred vision, changes in color vision;'], ['sweating or flushing (warmth, redness, or tingly feeling);'], ['mild dizziness, spinning sensation, ringing in your ears; or'], [', ', ', stomach pain.']]"
," Class Ia Antiarrhythmics, This monograph also contains information on Quinidine Gluconate,
- Antimalarial Agents,
, CV300,
, 7054-25-3","[['Introduction'], ['Antiarrhythmic agent (class Ia); antimalarial.', ' ', ' ', ' ', ' ', ' ']]","[['A class I (membrane-stabilizing) antiarrhythmic agent with actions similar to those of procainamide.'], ['Decreases myocardial excitability and conduction velocity, and may depress myocardial contractility.'], ['Possesses anticholinergic properties that may modify the direct myocardial effects of the drug.'], ['The exact mechanism has not been determined conclusively, but is believed to combine with fast sodium channels in their inactive state and thereby inhibit recovery after repolarization in a time- and voltage-dependent manner, which is associated with subsequent dissociation of the drug from the sodium channels.']]"
," Antimalarials,
, AP101,
, (8S,9R)-6′-Methoxycinchonan-9-ol,
, C,H,N,O,
, 60-93-5,
, Qualaquin","[['Introduction'], ['Antimalarial; alkaloid obtained from bark of the cinchona tree.']]","[[], [], [], []]"
"Qvar, Qvar Redihaler"," , (be kloe METH a sone), ","[['What is  Qvar?'], [' is a steroid. It prevents the release of substances in the body that cause inflammation.']]","[[], [], [], []]"
"Macrobid, Macrodantin, Nitro Macro"," , (NYE troe fue RAN toin), ","[['What is Macrobid?'], ['Macrobid (nitrofurantoin) is an antibiotic that fights bacteria in the body.']]","[['headache, dizziness;'], ['gas, upset stomach;'], ['mild diarrhea; or'], ['vaginal itching or discharge.']]"
"Qvar, Qvar Redihaler"," , (be kloe METH a sone), ","[['What is  Qvar Redihaler?'], [' is a steroid. It prevents the release of substances in the body that cause inflammation.']]","[[], [], [], []]"
, melatonin (meh lah TOE nin),"[['What is Melatonin?'], ['Melatonin is the natural hormone your body secretes that helps to maintain your wake-sleep cycle (also called “biological clock”). The wake-sleep cycle is the process of sleep and wakefulness; in humans this averages 8 hours of nighttime sleep and 16 hours of daytime activity. ', ' is also made synthetically and available without a prescription as an over-the-counter (OTC) dietary supplement in the U.S.']]","[['Dosage: Take 0.1 mg to 0.5 mg thirty minutes before bedtime. Studies suggest melatonin for sleep may be effective in promoting but not maintaining sleep (early morning awakening).'], [], [], []]"
Epsom Salt," magnesium sulfate (epsom salt) (mag NEE see um SUL fate), ","[['What is magnesium sulfate?'], ['Magnesium is a naturally occurring mineral that is important for many systems in the body especially the muscles and nerves. Magnesium sulfate also increases water in the intestines.']]","[[], [], [], []]"
Qutenza," capsaicin topical (kap SAY sin TOP i kal), ","[['What is Qutenza?'], ['Qutenza patches contain capsaicin. Capsaicin is the active ingredient in chili peppers that makes them hot. Capsaicin is used in medicated creams and lotions to relieve muscle or joint pain.']]","[[], [], [], []]"
"MagGel, Phillips' Cramp-free, Uro-Mag, Mag-200, Mag-Ox 400, UroMag"," magnesium oxide (mag NEE see um OCK side), ","[['What is magnesium oxide?'], ['Magnesium is a naturally occurring mineral. Magnesium is important for many systems in the body especially the muscles and nerves.']]","[['an ', ';'], ['a diuretic or ""water pill"";'], [';'], ['a blood thinner--', ', ', ', ', '; or']]"
"Mag-G, Magonate, Magonate Natal, Magtrate"," magnesium gluconate (mag NEE see um GLOO koe nate), ","[['What is magnesium?'], ['Magnesium is a naturally occurring mineral. It is important for many systems in the body, especially the muscles and nerves.']]","[[], [], [], []]"
"Antivert, Bonine, D-Vert, Dramamine Less Drowsy, Driminate II, Meclicot, Medivert, Ru-Vert-M, Meni-D"," meclizine (MEK li zeen), ","[['What is meclizine?'], ['Meclizine is an antihistamine that reduces the effects of natural chemical histamine in the body.']]","[[], [], [], []]"
"Medrol, Medrol Dosepak, MethylPREDNISolone Dose Pack"," , (oral) (METH il pred NIS oh lone), ","[['What is  Medrol?'], ['Medrol is a steroid that prevents the release of substances in the body that cause inflammation.']]","[[' (swelling in your hands or ankles);'], [', spinning sensation;'], ['changes in your menstrual periods;'], [';']]"
"Namenda, Namenda XR"," memantine (meh MAN teen), ","[['What is memantine?'], ['Memantine reduces the actions of chemicals in the brain that may contribute to the symptoms of ', '.']]","[[';'], [';'], ['cough medicine that contains ', ' (', ', ', ' Maximum Strength, Vicks 44, and others);'], ['medicines to make the urine alkaline--urine ', ', ', ' (K-Lyte, ', '), sodium citrate and citric acid (', ', Oracit), or sodium citrate and potassium (Citrolith, ', '); or']]"
"Medrol, Medrol Dosepak, MethylPREDNISolone Dose Pack"," , (oral) (METH il pred NIS oh lone), ","[['What is  Medrol Dosepak?'], [' Dosepak is a steroid that prevents the release of substances in the body that cause inflammation.']]","[[' (swelling in your hands or ankles);'], [', spinning sensation;'], ['changes in your menstrual periods;'], [';']]"
"Merrem, Merrem Novaplus"," meropenem (mer oh PEH nem), ","[['What is meropenem?'], ['Meropenem is an ', ' that fights bacteria.']]","[[';'], [', ', ', diarrhea, ', ';'], ['rash; or'], ['anemia.']]"
Skelaxin," metaxalone (me TAX a lone), ","[['What is metaxalone?'], ['Metaxalone is a muscle relaxant. It works by blocking nerve impulses (or pain sensations) in the brain.']]","[[], [], [], []]"
"Apriso, Asacol HD, Delzicol, Lialda, Pentasa"," mesalamine (oral) (me SAL a meen), ","[['What is mesalamine?'], ['Mesalamine affects a substance in the body that causes inflammation, tissue damage, and ', '.']]","[[], [], [], []]"
"Mobic, Vivlodex, Meloxicam Comfort Pac [DSC]"," meloxicam (mel OKS i kam), ","[['What is meloxicam?'], ['Meloxicam is a nonsteroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body.']]","[['cyclosporine;'], ['lithium;'], ['methotrexate;'], ['sodium polystyrene sulfonate (Kayexalate);']]"
"Fortamet, Glucophage, Glucophage XR, Glumetza. Riomet"," metformin (met FOR min), ","[['What is metformin?'], [' is an ', ' that helps control blood sugar levels.']]","[['low blood sugar;'], ['nausea, ', '; or'], ['.'], []]"
"Dolophine, Methadose, Methadose Sugar-Free, Diskets"," methadone (METH a done), ","[['What is methadone?'], [' is an opioid medication. An opioid is sometimes called a narcotic.']]","[['dizziness, drowsiness;'], ['nausea, vomiting;'], ['increased sweating, or/p>'], ['pain, redness, or swelling where the medicine was injected.']]"
"Tapazole, Northyx"," methimazole (me THIM a zole), ","[['What is methimazole?'], ['Methimazole prevents the thyroid gland from producing too much thyroid hormone.']]","[['swollen glands in your neck or jaw; or'], ['liver problems--nausea, upper stomach pain, itching, tiredness, loss of appetite, dark urine, clay-colored stools, ', ' (yellowing of the skin or eyes).'], [], []]"
"Carbacot, Robaxin, Skelex, Robaxin-750"," methocarbamol (oral/injection) (meth oh KAR ba mal), ","[['What is methocarbamol?'], [' is a muscle relaxer. It works by blocking nerve impulses (or pain sensations) that are sent to your brain.']]","[[], [], [], []]"
"Otrexup, Rasuvo, Rheumatrex Dose Pack, Trexall, Xatmep"," methotrexate (oral) (meth oh TREX ate), ","[['What is methotrexate?'], [' interferes with the growth of certain cells of the body, especially cells that reproduce quickly, such as ', ' cells, bone marrow cells, and skin cells.']]","[['fever, chills, swollen lymph glands, ', ', ', ';'], [', white patches or sores inside your mouth or on your lips;'], ['diarrhea, blood in your urine or stools;'], ['dry cough, cough with mucus, stabbing chest pain, ', ', feeling short of breath;']]"
"Metozolv ODT, Reglan"," metoclopramide (oral/injection) (MET oh KLOE pra mide), ","[['What is metoclopramide?'], [' increases muscle contractions in the upper digestive tract. This speeds up the rate at which the stomach empties into the intestines.']]","[['tremors or shaking in your arms or legs;'], ['uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement); or'], ['any new or unusual muscle movements you cannot control.'], []]"
"Adhansia XR, Aptensio XR, Concerta, Cotempla XR-ODT, Jornay PM, Metadate CD, Metadate ER, Methylin, QuilliChew ER, Quillivant XR, Relexxii, Ritalin, Ritalin LA"," methylphenidate (oral) (METH il FEN i date), ","[['What is methylphenidate?'], [' is a central nervous system stimulant. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control.']]","[['depression, mental illness, bipolar disorder, psychosis, or suicidal thoughts or actions;'], [""motor tics (muscle twitches) or Tourette's syndrome;""], ['blood circulation problems in the hands or feet;'], ['seizures or epilepsy;']]"
"Medrol, Medrol Dosepak, MethylPREDNISolone Dose Pack"," methylprednisolone (oral) (METH il pred NIS oh lone), ","[['What is methylprednisolone?'], [' is a ', ' that prevents the release of substances in the body that cause inflammation.']]","[['fluid retention (swelling in your hands or ankles);'], ['dizziness, spinning sensation;'], ['changes in your menstrual periods;'], ['headache;']]"
"Zaroxolyn, Mykrox"," metolazone (me TOL a zone), ","[['What is metolazone?'], ['Metolazone is a thiazide diuretic (water pill) that helps prevent your body from absorbing too much salt, which can cause ', '.']]","[['dizziness, spinning sensation;'], ['drowsiness, tiredness;'], ['depressed mood;'], ['muscle or joint pain;']]"
"Kapspargo Sprinkle, Lopressor, Toprol-XL"," metoprolol (me TOE pro lol), ","[['What is metoprolol?'], [' is a beta-blocker that affects the heart and circulation (blood flow through arteries and veins).']]","[[', tired feeling;'], [', confusion, memory problems;'], [', trouble sleeping;'], ['diarrhea; or']]"
"Flagyl, Metrogel"," metronidazole (me troe NI da zole), ","[['What is metronidazole?'], ['Metronidazole is an ', ' that fights bacteria. Metronidazole is used to treat ', ' of the vagina, stomach or intestines, liver, skin, joints, brain, heart, and respiratory tract.']]","[['nausea, vomiting, loss of appetite, stomach pain;'], ['diarrhea, constipation;'], ['headache;'], ['unpleasant metallic taste;']]"
," beta-Adrenergic Blocking Agents, This monograph also contains information on Metoprolol Succinate,
, CV100,
, (C,H,NO,),•C,H,O,(C,H,NO,),•C,H,O,
, 98418-47-4,
, Toprol XL, Lopressor","[['Introduction'], ['β', '-Selective adrenergic blocking agent (β-blocker).', ' ']]","[['Inhibits response to adrenergic stimuli by competitively blocking β', '-adrenergic receptors within the myocardium.', ' ', ' Blocks β', '-adrenergic receptors within bronchial and vascular smooth muscle only in high doses.', ' '], ['Decreases resting heart rate, reflex orthostatic tachycardia, myocardial contractility, and cardiac output at rest and during exercise (without increasing peripheral resistance); inhibits exercise-induced increases in heart rate; increases systolic ejection time and cardiac volume, without changing stroke volume; decreases conduction velocity through the SA and AV nodes; and decreases myocardial automaticity.', ' ', ' '], ['No intrinsic sympathomimetic activity and little or no membrane-stabilizing effect on the heart.', ' '], ['Reduces BP by decreasing cardiac output, decreasing sympathetic outflow from the CNS, suppressing renin release, and/or reducing peripheral resistance.', ' ', ' ']]"
Versed," midazolam (oral) (mye DAZ oh lam), ","[['What is midazolam?'], ['Midazolam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) sedative.']]","[['amnesia or forgetfulness after your procedure;'], ['drowsiness, ', ';'], [', ', ';'], [', sneezing; or']]"
"ProAmatine, Orvaten"," midodrine (MY doe drin), ","[['What is midodrine?'], ['Midodrine works by constricting (narrowing) the blood vessels and increasing blood pressure.']]","[['chills, goosebumps;'], [', tingling, or itching (especially in your scalp);'], ['headache, dizziness, tired feeling;'], ['; or']]"
"ClearLax, GaviLax, Gialax, GlycoLax, MiraLAX, PEG3350, SunMark ClearLax"," polyethylene glycol 3350 (pol ee ETH il een GLYE kol), ","[['What is MiraLAX?'], ['MiraLAX (polyethylene glycol 3350) is a laxative solution that increases the amount of water in the intestinal tract to stimulate bowel movements.']]","[[], [], [], []]"
Loniten," minoxidil (min OX i dil), ","[['What is minoxidil?'], [' is a vasodilator that relaxes (widens) blood vessels and improves blood flow.']]","[['changes in color, length, or thickness of body or facial hair;'], [', ', ';'], ['rash; or'], ['breast pain or tenderness.']]"
"Dynacin, Minocin, Minocin PAC, Minolira, Solodyn, Ximino, Vectrin, Myrac"," minocycline (mye no SYE kleen), ","[['What is minocycline?'], [' is a tetracycline ', ' that fights bacteria in the body.']]","[[';'], [' - ', ', ', ', ', ', ', ', penicillin, ticarcillin, ', ', ', ', ', ', ', ', and others;'], [' - ', ', ', ', ', '; or'], [' - ', ', ', ', ', ', ', '.']]"
"Remeron, Remeron SolTab"," mirtazapine (mir TAZ a peen), ","[['What is mirtazapine?'], [' is an ', '. The way this medication works is still not fully understood. It is thought to positively affect communication between nerve cells in the central nervous system and/or restore chemical balance in the brain.']]","[[';'], [';'], [';'], [';']]"
Cytotec," misoprostol (mye so PRAH stole), ","[['What is misoprostol?'], ['Misoprostol reduces stomach acid and helps protect the stomach from damage that can be caused by taking a nonsteroidal anti-inflammatory drug (NSAID) such as ', ', ', ' (', ', ', '), ', ' (', '), ', ', ', ', ', ', ', ', and others.']]","[[], [], [], []]"
Myrbetriq," , (MIR a BEG ron), ","[['What is Myrbetriq?'], ['Myrbetriq (mirabegron) relaxes the muscles of the urinary bladder, reducing bladder spasms.']]","[['fast or pounding heartbeat;'], ['pain or burning when you urinate;'], ['painful or difficult urination; or'], ['severe headache, blurred vision, pounding in your neck or ears, nosebleed, anxiety, confusion, severe chest pain, shortness of breath, irregular heartbeats.']]"
"Mobic, Vivlodex"," , (mel OKS i kam), ","[['What is Mobic?'], ['Mobic (meloxicam) is a nonsteroidal anti-inflammatory drug (NSAID). Meloxicam works by reducing hormones that cause inflammation and pain in the body.']]","[['cyclosporine;'], ['lithium;'], ['methotrexate;'], ['sodium polystyrene sulfonate (Kayexalate);']]"
Provigil," modafinil (moe DAF i nil), ","[['What is modafinil?'], ['Modafinil is a medication that promotes ', '.']]","[[', ', ';'], ['feeling nervous or anxious;'], [';'], [', ', ', ', ';']]"
,"Generic Name: paracetamol (oral/rectal) (par RA cet a MOL),
Alternate Name: acetaminophen (a SEET a MIN oh fen)","[['What is paracetamol ?'], ['Paracetamol ', ' is a ', ' and a ', '. The exact mechanism of action of is not known.']]","[[], [], [], []]"
"Arymo ER, Kadian, MorphaBond ER, MS Contin"," morphine (MOR feen), ","[['What is morphine?'], [' is an opioid medication. An opioid is sometimes called a narcotic.']]","[['slow heart rate, sighing, weak or shallow breathing, breathing that stops during sleep;'], ['chest pain, fast or pounding heartbeats;'], ['extreme drowsiness, feeling like you might pass out; or'], [', ', ', loss of appetite, dizziness, worsening tiredness or weakness.']]"
Singulair," montelukast (mon te LOO kast), ","[['What is montelukast?'], ['Montelukast is a leukotriene (loo-koe-TRY-een) inhibitor. Leukotrienes are chemicals your body releases when you breathe in an allergen (such as pollen). These chemicals cause swelling in your lungs and tightening of the muscles around your airways, which can result in ', ' symptoms.']]","[[], [], [], []]"
"Bactroban, Centany, Centany AT Kit"," mupirocin topical (myoo PEER oh sin), ","[['What is mupirocin topical?'], [' is an ', ' that prevents bacteria from growing on your skin.']]","[[], [], [], []]"
"Mucinex, Robitussin Mucus + Chest Congestion, Triaminic Chest Congestion, Tussin Expectorant, Xpect"," , (gwye FEN e sin), ","[['What is Mucinex?'], ['Mucinex (guaifenesin) is an expectorant. It helps loosen congestion in your chest and throat, making it easier to cough out through your mouth.']]","[[], [], [], []]"
Motrin," , (EYE bue PROE fen), ","[['What is Motrin?'], ['Motrin (ibuprofen) is a nonsteroidal anti-inflammatory drug (NSAID). Ibuprofen works by reducing hormones that cause inflammation and pain in the body.']]","[['cyclosporine;'], ['pemetrexed;'], ['lithium;'], ['methotrexate;']]"
"Phenergan, Phenadoz, Promethegan"," , (oral) (pro METH a zeen), ","[['What is Phenergan?'], [' Medically reviewed by ', ' Last updated on Feb 15, 2019. ']]","[['lithium (Eskalith, Lithobid);'], ['atropine (Atreza, Sal-Tropine), belladonna (Donnatal, and others), benztropine (Cogentin), dimenhydrinate (Dramamine), methscopolamine (Pamine), or scopolamine (Transderm-Scop);'], ['blood pressure medication such as guanadrel (Hylorel), guanethidine (Ismelin), propranolol (Inderal), and others;'], ['a blood thinner such as warfarin (Coumadin);']]"
"PC Pen VK, Pen-V"," penicillin V (pen i SILL in), ","[['What is penicillin?'], ['Penicillin V is an antibiotic in the penicillin group of drugs. It fights bacteria in your body.']]","[['nausea, vomiting, stomach pain;'], ['vaginal itching or discharge;'], ['headache;'], ['swollen, black, or ""hairy"" tongue; or']]"
Protonix," pantoprazole (oral/injection) (pan TOE pra zole), ","[['What is pantoprazole?'], [' is a proton pump inhibitor that decreases the amount of acid produced in the stomach.']]","[[', dizziness;'], ['stomach pain, gas, ', ', ', ', diarrhea;'], ['joint pain; or'], [', rash, or ', ' (most common in children).']]"
"Adipex-P, Lomaira, Suprenza"," phentermine (FEN ter meen), ","[['What is phentermine?'], [' is similar to an ', '. It stimulates the central nervous system (nerves and brain), which increases your heart rate and blood pressure and decreases your appetite.']]","[['itching;'], [', headache;'], ['dry mouth, unpleasant taste;'], ['diarrhea, ', ', stomach pain; or']]"
