,author,date,like_facebook,summary,tags,title
2373,PTI," 10 January, 2020 1:11 pm IST",16682,Rushikesh Devdikar was arrested Thursday in Jharkhand's Katras in connection with the September 2017 murder of journalist Gauri Lankesh in Bengaluru.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Gauri Lankesh,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",SIT arrests one in connection with Gauri Lankesh murder case
2374,Rohini Swamy," 10 January, 2020 12:04 pm IST",13436,"The Bengaluru airport is already named after the 15-century Kempegowda, who is believed to be the founder of the Karnataka capital.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Airports,Bangalore,Karnataka,About,Contact,Careers,Terms of Use,Privacy Policy","Karnataka wants to rename 5 airports after local historical heroes, asks for suggestions"
2375,Debayan Roy," 10 January, 2020 11:19 am IST",11928,Supreme Court says suspension of internet services for indefinite period will be subjected to judicial scrutiny.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Jammu and Kashmir,Kashmir lockdown,Modi government,Supreme Court,About,Contact,Careers,Terms of Use,Privacy Policy",SC asks Modi govt to immediately review communication restrictions in J&K
2376,Regina Mihindukulasuriya," 10 January, 2020 10:59 am IST",12208,"Accenture MD Rama S. Ramachandran says he never agreed to attend event, but RSS insiders dispute claim. Poster also names Zoho CEO Sridhar Vembu as chief guest.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Information Technology,RSS,tech,About,Contact,Careers,Terms of Use,Privacy Policy",Accenture MD in Twitter row as poster claims he is ‘guest of honour’ at Chennai RSS event
2377,Maneesh Chhibber," 10 January, 2020 10:46 am IST",11010,"Big jump in number of parties registered in 2018 and 2019, EC official says it is aware of the potential problem but doesn’t have the power to de-register them.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Election Commission,electoral bonds scheme,IT department,About,Contact,Careers,Terms of Use,Privacy Policy","India now has over 2,500 political parties, some suspected of ‘black money’ operations"
2378,PTI," 9 January, 2020 9:40 pm IST",7442,"Amid demands by students to remove vice chancellor Jagadesh Kumar, the government said its focus was to address the main issues that have cropped up on JNU.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,HRD Ministry,JNU protests,Mamidala Jagadesh Kumar,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","HRD says sacking JNU V-C Jagadesh Kumar not the solution, rules it out"
2379,"Iain Marlow,Bibhudatta Pradhan"," 10 January, 2020 8:32 am IST",16351,The comparatively muted US response toward India’s handling of the protests shows the nation’s strategic importance in countering China.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Bloomberg wire,CAA,CAA protests,China,JNU attack,Narendra Modi,About,Contact,Careers,Terms of Use,Privacy Policy",Why the US is kinder to Modi unlike China’s Xi over protest crackdown
2380,Sanya Dhingra," 10 January, 2020 9:21 am IST",16410,"Railways ministry refutes allegation that Piyush Goyal was rude to officials, says the meeting was held in a “cordial atmosphere”.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,About,Contact,Careers,Terms of Use,Privacy Policy","Can run railways without you, Piyush Goyal tells officers angry about merger of 8 services"
2381,Azaan Javaid," 9 January, 2020 9:13 pm IST",18339,"PDP’s decision comes amid talks in the Valley to form an alternative political vehicle, allegedly backed by Delhi, ready to look beyond Article 370 restoration.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Article 370,Jammu and Kashmir,PDP,About,Contact,Careers,Terms of Use,Privacy Policy",PDP expels 9 leaders for meeting with foreign envoys’ delegation and L-G Murmu
2382,PTI," 9 January, 2020 8:49 pm IST",6604,External Affairs minister S Jaishankar also said the government hopes to take steps that will facilitate bigger investments from NRIs.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,MEA,PTI wire,S. Jaishankar,About,Contact,Careers,Terms of Use,Privacy Policy","Jaishankar says govt will find practical solution for NRIs, PIOs to trace Indian roots"
2383,Kritika Sharma," 9 January, 2020 8:46 pm IST",17209,Former HRD minister Murli Manohar Joshi says it is shocking that JNU V-C Mamidala Jagadesh Kumar did not implement govt's proposal on fee hike. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,JNU,Mamidala Jagadesh Kumar,Murli Manohar Joshi,About,Contact,Careers,Terms of Use,Privacy Policy","‘Shocking, deplorable’ — Murli Manohar Joshi calls for JNU V-C’s removal over fee hike row"
2384,PTI," 9 January, 2020 8:44 pm IST",88,"The security cover was removed after central security agencies did a threat assessment review, which was approved by the Union home ministry.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,MK Stalin,O Panneerselvam,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","Tamil Nadu deputy CM Panneerselvam, DMK chief Stalin lose central security cover"
2385,Neelam Pandey," 9 January, 2020 8:00 pm IST",7398,Finance Minister Nirmala Sitharaman was holding pre-Budget consultations with party colleagues at BJP headquarters while PM had the Niti Aayog meeting.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Bharatiya Janata Party (BJP),Modi Govt,Nirmala Sithaman,About,Contact,Careers,Terms of Use,Privacy Policy","Sitharaman missing from PM’s pre-Budget meeting with economists, Twitter has a field day"
2386,PTI," 9 January, 2020 8:03 pm IST",16296,External Affairs ministry spokesperson Raveesh Kumar said the objective of the visit was to show first hand the govt's efforts to normalise the situation in Kashmir.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Jammu and Kashmir,MEA,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Not a guided tour: MEA says criticism of foreign envoys visit to J&K ‘baseless’
2387,PTI," 9 January, 2020 7:57 pm IST",6950,The FIR was filed on the grounds that the administration had denied permission for the event as prohibitive orders under section 144 were in force in the district.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Bharatiya Janata Party (BJP),Citizenship Amendment Act,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","FIR registered against BJP’s Ratlam MP, 3 MLAs over pro-CAA procession"
2388,PTI," 9 January, 2020 5:33 pm IST",1863,"Om Prakash Gupta, who was Raman Singh's personal assistant, was arrested based on a complaint by a 16-year-old who alleged he sexually abused her for more than 2 years.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Chhattisgarh,POCSO Act,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Assistant to former Chhattisgarh CM Raman Singh charged with raping minor under POCSO
2389,Apoorva Mandhani," 9 January, 2020 3:59 pm IST",7167,"Azad has been in judicial custody since 21 December, when he was arrested from Jama Masjid during a protest against the Citizenship Amendment Act.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,bhim army,Chandrashekhar Azad,Citizenship Amendment Act protests,About,Contact,Careers,Terms of Use,Privacy Policy",Delhi court allows Bhim Army chief Chandrashekhar Azad to be treated at AIIMS
2390,PTI," 9 January, 2020 3:58 pm IST",21501,Around 34 people were injured after a masked mob stormed the campus and attacked students and teachers in three hostels with sticks and iron rods.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,HRD Ministry,JNU attack,protests,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Hundreds march from Mandi House to HRD ministry to protest Sunday’s JNU attack
2391,PTI," 9 January, 2020 3:12 pm IST",17410,"Delhi High Court Chief Justice D.N. Patel said the evidence proved that Sikhs for Justice was ""working in collusion with anti-India entities and forces"".","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Pro-Khalistani,PTI wire,UAPA,About,Contact,Careers,Terms of Use,Privacy Policy",UAPA tribunal upholds Centre’s ban on pro-Khalistan group Sikhs for Justice
2392,PTI," 9 January, 2020 1:46 pm IST",13634,An NIA spokesperson said the accused had conspired and conducted religious classes to establish Islamic rule in India through jihad.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Ansarullah,NIA,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",NIA files chargesheet against 11 people in Tamil Nadu’s ‘Ansarullah’ terror case
2393,Jyoti Yadav," 9 January, 2020 2:18 pm IST",20651,Deepika Padukone had shot a video speaking about equal opportunities for all and highlighting Skill India role. The govt now claims there was no 'formal engagement'.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Bollywood,Deepika Padukone,JNU,JNU violence,skill india,About,Contact,Careers,Terms of Use,Privacy Policy","Deepika Padukone’s Skill India promo video dropped after JNU visit, govt says evaluating it"
2394,Kairvy Grewal," 9 January, 2020 12:55 pm IST",17898,"Speaking about JNU attack, Suniel Shetty tells entertainment website SpotboyE nobody has authority to enter an educational institute and beat up students.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Deepika Padukone,JNU violence,Suniel Shetty,About,Contact,Careers,Terms of Use,Privacy Policy",‘Absolute disaster’ — now actor Suniel Shetty speaks out against JNU violence
2395,PTI," 9 January, 2020 7:21 pm IST",13460,Former Delhi L-G Najeeb Jung and ex-chief information commissioner Wajahat Habibullah were among those who called on citizens to insist the govt repeal sections of the Citizenship Act.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Citizenship Amendment Act,NPR,NRC,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","In open letter to citizens, over 100 retired civil servants call NRC, NPR ‘unnecessary & wasteful’"
2396,Apoorva Mandhani," 9 January, 2020 12:52 pm IST",3311,Senior journalist Barkha Dutt had filed a case demanding Rs 74 lakh in damages after Kapil Sibal and wife Promila Sibal shut down Tiranga TV in July 2019.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Barkha Dutt,Kapil Sibal,Tiranga TV,About,Contact,Careers,Terms of Use,Privacy Policy",Kapil Sibal tells court he will try mediation with Barkha Dutt over Tiranga TV dispute
2397,PTI," 9 January, 2020 12:51 pm IST",11311,"A group of masked goons armed with sticks and iron rods had gone on a rampage on 5 January, attacking JNU students and teachers and damaging campus property.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,JNU attack,Mamidala Jagadesh Kumar,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",JNU vice chancellor Jagadesh Kumar says 5-member panel will investigate Sunday’s attack
